vendor ID,vendor name,category,subcategory,strategy,refinery,additional comments,owner name
V00993,Endress+Hauser Group,Flow Instruments,Mass Flow Meters,Standardization and bundling of similar items,Baton Rouge Refinery,Consider energy efficiency and sustainability in selection.,Aisha Patel
V00994,VEGA Grieshaber,Flow Instruments,Mass Flow Meters,On-site vendor support and training,Whiting Refinery,High criticality; maintain redundancy and spare parts inventory.,Lena Müller
V00995,Agilent Technologies,Control Valves,Globe Valves,Bulk purchasing for volume discounts,Baton Rouge Refinery,Consider energy efficiency and sustainability in selection.,Rahul Iyer
V00996,Rohde & Schwarz,Level Instruments,Radar Level Sensors,Standardization and bundling of similar items,Whiting Refinery,Maintain alignment with corporate purchasing agreements.,Lena Müller
V00997,"Siemens Industry, Inc.",Control Valves,Globe Valves,Performance-based maintenance contract,Baton Rouge Refinery,Include remote monitoring capabilities and IoT integration.,Lena Müller
V00998,Yokogawa Electric Corporation,Flow Instruments,Magnetic Flow Meters,Risk mitigation through multi-year contracts,Martinez Refinery,Equipment is subject to harsh conditions; require rugged design.,Lena Müller
V00999,Yokogawa Electric Corporation,Temperature Instruments,Thermistors,Leveraging spend for volume discounts,Port Arthur Refinery,High criticality; maintain redundancy and spare parts inventory.,Aisha Patel
V01000,Hach Company,Flow Instruments,Magnetic Flow Meters,Bulk purchasing for volume discounts,Martinez Refinery,Ensure compatibility with existing control system infrastructure.,Aisha Patel
V01001,VEGA Grieshaber,Flow Instruments,Mass Flow Meters,Leveraging spend for volume discounts,Baton Rouge Refinery,Select based on life-cycle cost rather than upfront price.,Aisha Patel
V01002,Siemens AG,Signal Conditioning,Filters,Standardization and bundling of similar items,Port Arthur Refinery,Part of plant modernization project; coordinate with engineering.,Rahul Iyer
V01003,Honeywell International,Safety Instruments,Fire & Gas Detectors,Leveraging spend for volume discounts,Baytown Refinery,Requires high accuracy; consider upgrading to digital models.,Aisha Patel
V01004,WIKA Instrument,Level Instruments,Radar Level Sensors,Spend analysis and cost optimization,Whiting Refinery,Critical for process safety; ensure regular calibration.,Rahul Iyer
V01005,ABB Ltd.,Temperature Instruments,Thermistors,Sustainability and green procurement focus,Martinez Refinery,Preference for suppliers with local service centers.,Megan Chen
V01006,ABB Ltd.,Pressure Instruments,Differential Pressure Transmitters,Spend analysis and cost optimization,Port Arthur Refinery,Vendor to assist with installation and commissioning.,Carlos Fernandez
V01007,Hach Company,Pressure Instruments,Pressure Gauges,Dual sourcing with local backup vendor,Baton Rouge Refinery,Consider energy efficiency and sustainability in selection.,Aisha Patel
V01008,Kistler Instruments,Pressure Instruments,Pressure Transmitters,Spend analysis and cost optimization,Baton Rouge Refinery,Requires high accuracy; consider upgrading to digital models.,Rahul Iyer
V01009,National Instruments,Vibration Measurement Instruments,Accelerometers,Performance-based maintenance contract,Whiting Refinery,Long lead times expected; maintain minimum stock levels.,Aisha Patel
V01010,Omega Engineering,Signal Conditioning,Signal Converters,Dual sourcing with local backup vendor,Baytown Refinery,Requires high accuracy; consider upgrading to digital models.,Lena Müller
V01011,Keysight Technologies,Vibration Measurement Instruments,Portable Vibrometers,Leveraging spend for volume discounts,Martinez Refinery,Long lead times expected; maintain minimum stock levels.,Lena Müller
V01012,Emerson Electric Co.,Test & Measurement Equipment,Data Acquisition Systems,Bulk purchasing for volume discounts,Baytown Refinery,Ensure compatibility with existing control system infrastructure.,Carlos Fernandez
V01013,Yokogawa Corporation of America,Control Valves,Butterfly Valves,Technology upgrade and digitalization program,Port Arthur Refinery,Select based on life-cycle cost rather than upfront price.,Megan Chen
V01014,Yokogawa Corporation,Level Instruments,Ultrasonic Level Sensors,Standardization and bundling of similar items,Whiting Refinery,Long lead times expected; maintain minimum stock levels.,Megan Chen
V01015,Schneider Electric,Vibration Measurement Instruments,Portable Vibrometers,Consignment stock and vendor-managed inventory,Baytown Refinery,Compliance with API and ASTM standards is mandatory.,Aisha Patel
V01016,Fisher Controls (Emerson),Analytical Instruments,Conductivity Meters,Risk mitigation through multi-year contracts,Baytown Refinery,Critical for process safety; ensure regular calibration.,Carlos Fernandez
V01017,Kistler Instruments,Signal Conditioning,Transmitters,Framework agreement for multi-site supply,Whiting Refinery,Ensure compatibility with existing control system infrastructure.,Carlos Fernandez
V01018,Emerson Electric Co.,Control Valves,Ball Valves,Sustainability and green procurement focus,Baytown Refinery,Select based on life-cycle cost rather than upfront price.,Carlos Fernandez
V01019,Fisher Controls (Emerson),Analytical Instruments,Conductivity Meters,Leveraging spend for volume discounts,Whiting Refinery,Maintain alignment with corporate purchasing agreements.,Megan Chen
V01020,Siemens AG,Temperature Instruments,RTDs,Long-term partnership with global supplier,Whiting Refinery,Vendor to assist with installation and commissioning.,Aisha Patel
V01021,Dräger Safety,Level Instruments,Radar Level Sensors,Leveraging spend for volume discounts,Baytown Refinery,Equipment is subject to harsh conditions; require rugged design.,Rahul Iyer
V01022,Hach Company,Vibration Measurement Instruments,Accelerometers,Supplier development and collaboration,Martinez Refinery,Preference for suppliers with local service centers.,Megan Chen
V01023,Hach Company,Vibration Measurement Instruments,Accelerometers,Technology upgrade and digitalization program,Martinez Refinery,High criticality; maintain redundancy and spare parts inventory.,Rahul Iyer
V01024,Omega Engineering,Vibration Measurement Instruments,Accelerometers,Leveraging spend for volume discounts,Whiting Refinery,Vendor provides robust after-sales support and technical training.,Rahul Iyer
V01025,General Electric (GE),Pressure Instruments,Differential Pressure Transmitters,Spend analysis and cost optimization,Whiting Refinery,Consider energy efficiency and sustainability in selection.,Lena Müller
V01026,Fisher Controls (Emerson),Signal Conditioning,Filters,Performance-based maintenance contract,Baton Rouge Refinery,Include remote monitoring capabilities and IoT integration.,Megan Chen
V01027,KROHNE,Control Valves,Needle Valves,Consignment stock and vendor-managed inventory,Martinez Refinery,Ensure compatibility with existing control system infrastructure.,Lena Müller
V01028,VEGA Grieshaber,Control Valves,Needle Valves,Consignment stock and vendor-managed inventory,Baton Rouge Refinery,Requires high accuracy; consider upgrading to digital models.,Lena Müller
V01029,Dräger Safety,Test & Measurement Equipment,Oscilloscopes,Bulk purchasing for volume discounts,Martinez Refinery,Maintain alignment with corporate purchasing agreements.,Lena Müller
V01030,Kistler Instruments,Flow Instruments,Turbine Flow Meters,Leveraging spend for volume discounts,Martinez Refinery,Vendor provides robust after-sales support and technical training.,Carlos Fernandez
V01031,ABB Ltd.,Temperature Instruments,Thermocouples,Bulk purchasing for volume discounts,Martinez Refinery,High criticality; maintain redundancy and spare parts inventory.,Megan Chen
V01032,Agilent Technologies,Flow Instruments,Ultrasonic Flow Meters,Bulk purchasing for volume discounts,Whiting Refinery,Preference for suppliers with local service centers.,Rahul Iyer
V01033,Schneider Electric,Safety Instruments,Safety Valves,Standardization and bundling of similar items,Baton Rouge Refinery,Maintain alignment with corporate purchasing agreements.,Megan Chen
V01034,Yokogawa Corporation,Level Instruments,Float Switches,Dual sourcing with local backup vendor,Baton Rouge Refinery,Part of plant modernization project; coordinate with engineering.,Carlos Fernandez
V01035,Yokogawa Corporation,Safety Instruments,Emergency Shutdown Systems,Spend analysis and cost optimization,Baytown Refinery,Include remote monitoring capabilities and IoT integration.,Megan Chen
V01036,General Electric (GE),Flow Instruments,Mass Flow Meters,Leveraging spend for volume discounts,Whiting Refinery,Vendor provides robust after-sales support and technical training.,Carlos Fernandez
V01037,WIKA Instrument,Temperature Instruments,Infrared Sensors,Long-term partnership with global supplier,Baton Rouge Refinery,Requires high accuracy; consider upgrading to digital models.,Aisha Patel
V01038,General Electric (GE),Analytical Instruments,Spectrophotometers,Supplier development and collaboration,Baton Rouge Refinery,Vendor provides robust after-sales support and technical training.,Megan Chen
V01039,National Instruments,Pressure Instruments,Pressure Gauges,Dual sourcing with local backup vendor,Martinez Refinery,Vendor provides robust after-sales support and technical training.,Lena Müller
V01040,Yokogawa Corporation,Analytical Instruments,Dissolved Oxygen Meters,Consignment stock and vendor-managed inventory,Martinez Refinery,Critical for process safety; ensure regular calibration.,Carlos Fernandez
V01041,Keysight Technologies,Control Valves,Needle Valves,Long-term partnership with global supplier,Martinez Refinery,High criticality; maintain redundancy and spare parts inventory.,Rahul Iyer
V01042,WIKA Instrument,Vibration Measurement Instruments,Accelerometers,Risk mitigation through multi-year contracts,Baytown Refinery,Part of plant modernization project; coordinate with engineering.,Aisha Patel
V01043,Yokogawa Electric Corporation,Control Valves,Globe Valves,Performance-based maintenance contract,Martinez Refinery,Critical for process safety; ensure regular calibration.,Megan Chen
V01044,Yokogawa Electric Corporation,Test & Measurement Equipment,Oscilloscopes,On-site vendor support and training,Martinez Refinery,Compliance with API and ASTM standards is mandatory.,Megan Chen
V01045,Emerson Electric Co.,Analytical Instruments,Conductivity Meters,Life-cycle cost evaluation and optimization,Port Arthur Refinery,Ensure compatibility with existing control system infrastructure.,Aisha Patel
V01046,Agilent Technologies,Signal Conditioning,Amplifiers,Consignment stock and vendor-managed inventory,Martinez Refinery,Equipment is subject to harsh conditions; require rugged design.,Carlos Fernandez
V01047,Emerson Electric Co.,Control Valves,Ball Valves,Supplier development and collaboration,Baytown Refinery,Select based on life-cycle cost rather than upfront price.,Rahul Iyer
V01048,WIKA Instrument,Pressure Instruments,Pressure Switches,Sustainability and green procurement focus,Whiting Refinery,High criticality; maintain redundancy and spare parts inventory.,Carlos Fernandez
V01049,Valmet,Vibration Measurement Instruments,Vibration Sensors,Supplier development and collaboration,Baton Rouge Refinery,Preference for suppliers with local service centers.,Rahul Iyer
V01050,Rockwell Automation,Level Instruments,Ultrasonic Level Sensors,Technology upgrade and digitalization program,Baton Rouge Refinery,Requires high accuracy; consider upgrading to digital models.,Megan Chen
V01051,Kistler Instruments,Pressure Instruments,Pressure Transmitters,Dual sourcing with local backup vendor,Baton Rouge Refinery,Compliance with API and ASTM standards is mandatory.,Aisha Patel
